experiment_id,model_family,watermark_method,watermark_params,text_type,attack_name,attack_param,sample_length,perplexity_score,detection_z_score,detection_p_value,is_detected,prompt,generated_text,attacked_text
37d79ffdb3f8,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,80,23.25,7.4917929899705396,3.3969510131016966e-14,1,Google has announced that it will be shutting down its smart-messaging service Allo which it launched just over two years ago. The decision comes after the company “paused investment in,"Allo to focus on developing its other products like Google Pixel smartphones more broadly,” which Ironicly has killed off their biggest competitor. Here’s more.

According to VentureBeat, last month Google “revised the strategy further, planning to continue testing new features while continuing to streamline its efforts.” I’d bet most of the engineers were doing these things in “less than two years… and with a clear, defined plan… to build upon Allo’s core product experience.”

It was never ever",
3eb23d9a1534,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,99,16.6875,6.996860727055356,1.3088062777771824e-12,1,"Two bedrooms home on a corner lot. Two car detached garage. Nice covered front porch. Seller will not complete any repairs to the subject property, either lender or buyer requested.","This is a turnkey home. Buyer must close on the home by close date of 6/30/13 or title can come out and close before close date. Please do all viewing at the home. There is also a piece of prime property on both ends of the street, about 30 feet that has a house on it. Seller will consider cash at sign and will sell for less than appraised value but no more than half appraised value which is $83,900. This is a great community- very nice schools, close to highways, shopping and restaurants. A gre",
1f38b9751a15,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,57,29.6875,5.379331667914277,3.738143115416375e-08,1,Hi. Does Asus ever plan to update the intel and nvidia display drivers on the UL30VT laptop? The only downloadable drivers from the Asus website are at least 3 years,"old (or more)
Intel updated their video drivers on the UL30VT last year. I believe they updated their chipset drivers too but I'll check when it's available.
Ah ok I may hold off on this till I have a little more money. But I did buy it over the summer so hopefully that shouldn't be a problem",
4aa5a1a30355,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,80,21.59375,7.0400004193374,9.611962685360925e-13,1,"Do you remember the game from this fragment of box art? Leave your answer in the comments! For those curious as to what last Friday's Remember This game was, it","was an extremely british-themed puzzler which came packed inside a package that read, ""Britney Spears - Baby One More Time: Pies & Prawn Sandwiches, Please - More Britney-isms - For Your Consideration"". Here's a clue as to what the title was: ""Remembering Britney's Pie and Shrimp Sandwiches."" Anyway, it's now back in the top selling UK listings, selling a copy on Blu-ray Disc for the low, low figure of less than the equivalent of £4 (+P&P). Head over to The",
462b52914666,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,59,34.09375,7.734077242153379,5.207789203968769e-15,1,"4 NICE LOTS READY TO BUILD YOUR DREAM HOME or MULTI UNITS. INCLUDES LOTS 5, 6, 7, & 8. EACH LOT CAN BE SOLD SEPARATELY OR CAN BE SOLD AS","A SINGLE MOUSEBABMOUTH DUAL LISTED DEDOMED HOME, AND IS TO BE sold AS A UNIT OF 3 MOSESBAHUMDBROOMS. FEATURES AND DESCRIPTION OF THE CENTURY MILL SITE: THIS IS A GREAT SELLER'S PRICE FOR A GREAT BUILDERS SELLER ON THIS DESTINATION! LOCATED AT THE BEACH JUST KENDLER OF HURON COUNTY, AL. SCATEMATICS TO SELL THIS SUNSET LOT... THE PERFECT O",
029777d0e5e5,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,45,10.8984375,7.693006384757273,7.185866937235263e-15,1,"Bob ""Bus Bob"" Krause, 59, of Waikiki, an Oahu Transit System bus driver, died at home. He was born in Bremen, Germany. He is survived by parents Hans Krause and","Janette (Alverger) Krause, brother Martin (Janette Coughlin), sister Ursula (John Bosco), brother-in-law Volker Albränder (Aldiya), brothers-in-law Sebastian Albränder (Amanda), Sebastian Krause (Janette Coughlin), brother-in-law Volker Krause (Alicia Bosco) and brothers-in-law Volker Krause (Pietermaas) and Sebastian Krause (Irene Bosco).
He will be lovingly remembered by sister",
aaf9cb2e2776,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,49,43.1875,5.540374793746866,1.5091248640978222e-08,1,"At a “Street Speakout Against U.S. War & Racism,” organizations representing struggles against U.S. imperialism on the Korean peninsula, the Philippines, Iran, and Central and South America, as well a","the ongoing struggles against U.S. militarism throughout the continent, held discussion aimed at putting into question the value of this war—as well as how to create a democracy and more sustainable society free of imperialist wars and imperial violence—while simultaneously bringing into discussion the continuing need to struggle—for resistance!",
d07907f23bc4,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,99,16.265625,6.279819442145204,1.694832275914424e-10,1,Super Bowl LIII will be played between the New England Patriots and Los Angeles Rams on Sunday. The Super Bowl will start at 3:30 p.m. PST. The Rams advanced to,"the Super Bowl by defeating Atlanta Falcons, 31-28, in the NFC Championship on Sunday. Rams running... Read more

Following the recent announcement of Atlanta Braves, Atlanta Braves tickets sold out incredibly quickly leading up to opening day of the 2018 season on Thursday, March 29. Once the 2018 season began, there only more Atlanta Braves fever in the air leading up to the... Read more

Following Major League Baseball, college football will have more action on February 7, as Georgia Bulldogs",
d0fbddb737a9,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,40,15.28125,2.7894178114493386,0.002640144832185116,0,"It's our longest ever edition of Football Weekly - but you know what they say, size ain't everything. AC Jimbo has Barry Glendenning, Sean Ingle and Philippe Auclair in the","guest panel discussing the week's transfer gossip, plus Jurgen Klopp's reaction to Chelsea missing out on Havertz and a European double header.
Then there's the big talk of the week...
Please enable JavaScript to view the comments powered by Disqus.",
9f5dc279e032,facebook/opt-1.3b,GPW_SP,"alpha=3.0, omega=1.0, z_threshold=4.0",generated_watermarked,Clean,N/A,92,31.296875,8.127817139097987,2.1854495709511997e-16,1,"Virtuoso’s Luxe Report surveyed 1,071 of its advisors and found travelers are increasingly looking to personalize their trips with staged photo shoots, private helicopter transfers and more. The hotel","photo experiences that give advisors — and clients, at-risk families and other VIP guests like ambassadors — a taste of their ideal vacation experience. A manager at the Montage in Jamaica can help guests pick out a bespoke pose before being photographed. Private helicopter transfers promise VIPs a smooth trip.

“Our more recent programs, like the holiday photoshoots — whether for the first time in a lifetime or just once in a lifetime — bring more leisurely, more thoughtful experiences to clien",
