experiment_id,model_family,watermark_method,watermark_params,text_type,attack_name,attack_param,sample_length,perplexity_score,detection_z_score,detection_p_value,is_detected,prompt,generated_text,attacked_text
0faf51d249d0,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,10.98,6.9282,0.0,1,Google has announced that it will be shutting down its smart-messaging service Allo which it launched just over two years ago. The decision comes after the company “paused investment in," Allo”, according to Google.

We were saddened that the Allo team couldn’t keep going and it felt like the right time to end this collaboration. We won’t be bringing any of the products to any of our services at this time. https://t.co/cXlTp4t6PW

Allo launched in August 2016 as an alternative to Wh",
3f5f971c5a73,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,14,102.38,2.3094,0.010461,0,"Two bedrooms home on a corner lot. Two car detached garage. Nice covered front porch. Seller will not complete any repairs to the subject property, either lender or buyer requested.", Please inquire for the name of the broker and the sellers agent.,
915de0266219,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,11.05,7.2638,0.0,1,Hi. Does Asus ever plan to update the intel and nvidia display drivers on the UL30VT laptop? The only downloadable drivers from the Asus website are at least 3 years," old.
We actually just updated the driver suite yesterday. Now we are working on updating the graphics card driver suite to provide the hardware-accelerated support. I am working with the graphics card vendor on that at the moment. I'll let you know when it's available.
Neat. Thanks for the reply. I",
609ef313e63f,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,42,27.3,4.4272,5e-06,1,"Do you remember the game from this fragment of box art? Leave your answer in the comments! For those curious as to what last Friday's Remember This game was, it"," is called Little Busters! It was developed by Keiji Inafune's former company A-1 Pictures, the team behind Street Fighter and the Devil May Cry franchises.

Remember this Friday!",
bbf881e6b8e7,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,16.11,7.0556,0.0,1,"4 NICE LOTS READY TO BUILD YOUR DREAM HOME or MULTI UNITS. INCLUDES LOTS 5, 6, 7, & 8. EACH LOT CAN BE SOLD SEPARATELY OR CAN BE SOLD AS"," A UNIT AT THE PRICE YOU APPROVE ON LOTS 1,2,3 AND 5.

**All offers to investors are final. If this property is sold as a unit the funds generated from the sale will be used to purchase another unit.

Unit & Lot Requirements:

Unit:

Units may be on a lot, but must be part of the overall development",
af31aaa3fa98,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,10.75,4.4,5e-06,1,"Bob ""Bus Bob"" Krause, 59, of Waikiki, an Oahu Transit System bus driver, died at home. He was born in Bremen, Germany. He is survived by parents Hans Krause and"," Patricia Krause and a sister, Lisa. Memorial donations in his memory may be made to the Honolulu Fire Fighters Foundation, 1360 Kalakaua Ave., Honolulu, HI 96812. A viewing will take place at Diamond Head Church at 1677 Kalakaua Ave., Honolulu, HI 96810.

Robert Gordon, 60, of Waianae, died. He was",
348dec95df93,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,10.12,6.8641,0.0,1,"At a “Street Speakout Against U.S. War & Racism,” organizations representing struggles against U.S. imperialism on the Korean peninsula, the Philippines, Iran, and Central and South America, as well a"," a student coalition, the Union of Students and Students for a Democratic Society, debated a plan to end the Trump regime’s escalation of war and repression. The plan is also available on the Stop the War Coalition’s website, which the organizations plan on working to spread throughout the US.

The ",
af0a7df770b5,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,7.97,5.9196,0.0,1,Super Bowl LIII will be played between the New England Patriots and Los Angeles Rams on Sunday. The Super Bowl will start at 3:30 p.m. PST. The Rams advanced to," the Super Bowl by beating the Atlanta Falcons 32-28 on Sunday afternoon after beating Tom Brady and the Patriots 27-24 on Sunday night. Bill Belichick has won four Super Bowls as a head coach. Last year, the Patriots beat Brady and the Patriots 49-44.

The Patriots also won Super Bowl LI against th",
e3d2e5d0e265,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,20.2,6.739,0.0,1,"It's our longest ever edition of Football Weekly - but you know what they say, size ain't everything. AC Jimbo has Barry Glendenning, Sean Ingle and Philippe Auclair in the"," hotseat, along with some late additions: the return of the Arsenal Way Podcast - in particular Steve Borthwick's in-depth look back at Arsene Wenger's final season and the build-up to their cup win at Sunderland.

We are joined on the line by our old comrades at Inside Football as we discuss the we",
ea30e301d2e3,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,13.97,6.6742,0.0,1,"Virtuoso’s Luxe Report surveyed 1,071 of its advisors and found travelers are increasingly looking to personalize their trips with staged photo shoots, private helicopter transfers and more. The hotel"," helicopter transfers from the Grand Canal to the Eiffel Tower, as well as a helicopter tour of Venice.

“More people are booking helicopter experiences, including ones that will take them directly to the Eiffel Tower,” said Scott Epp, general manager at Virtuoso Hotels. “Our guests like the idea of",
5565f8f7fbe8,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,17.28,7.5251,0.0,1,"If you want to succeed, don’t look back. skills in drawing and painting, I took notice. game, is the utter lack of compromise to the vision they are pursuing. eyes"," are open in their mind. We want him to come out at 11:30, or that is a little bit of time. that will really show me you.

You have to trust your own skin.

Let me tell you a story about an incident.

In the first quarter of the year when we played against the Lions. We didn’t lose a game because of",
cd7250c8f8be,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,120,4.27,5.0774,0.0,1,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station. It’s the second trip to the orbiting lab for"," the SpaceX Dragon.

The Dragon rocket launched from pad 39A at NASA’s Kennedy Space Center, delivering the first cargo ship.

The Dragon is packed with more than 4,500 pounds of trash and space debris from previous SpaceX launches and flights to and from the International Space Station.

The Dragon",
8b5fdb404277,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,11.24,5.7735,0.0,1,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five. Portland Trail Blazers&apos; All-Star point guard"," Damian Lillard will miss a few more games due to injury. Lillard recently had knee surgery, which caused him to miss two games, then the two next and then the next two. Now his return is much more likely than anticipated, though he&apos;s not expected to rejoin the team until Tuesday.

&apos;It wil",
4eb4d0530acd,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,11.6,6.609,0.0,1,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has"," an interesting new initiative in store for the music subscription service – it could be a major step in Google’s bid to upend the music market, one that could have a huge impact on the state of streaming services.

The company plans to introduce a major overhaul to its music subscription service so",
ed66a9c8beb2,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,22.84,6.6208,0.0,1,"... as the iPhone chips away at RIM dominance | City A.M. STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that"," will help the troubled technology giant. The smartphone will soon become a mainstream smartphone, something that RIM has struggled to achieve for years. In some respects, the move seems to confirm the rise of Apple, which has helped to disrupt the $1 trillion mobile industry and become the de facto",
442893d812bc,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,13.09,5.1488,0.0,1,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced," by Jason Moore Productions.

Written by and based on the memoir One Day at a Time by Anna Lamarell, 100 Questions is inspired by a fictionalized account of the life of the fictionalized author. The book chronicles her journey from a career at a publishing house to becoming an artist-in-residence wi",
3bab6fef9b31,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,7.31,4.7173,1e-06,1,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk. Suffolk Police were contacted at around 10:50am today, by the Coastguard who were"," carrying out a rescue operation from nearby Rotherham Lake.

The body of a woman has been found in a river in Woodbridge. The victim's family has been informed.

The exact cause of her death is yet to be established.

The force is working with Essex Police to establish the identity of the body.

Th",
1126fefee7a2,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,121,14.87,7.0793,0.0,1,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma," X-T4 will bring us some more of this.

So, based on the new information, the X-T4 will have ""a better burst rate and a focus peaking switch,"" giving it ""a focus peaking switch like the Nikon Z7.""

To put those numbers in some context, the Nikon Z7 is available with a 1.6x crop factor, whereas Sigma",
a2216ce3d4bd,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0",generated_watermarked,Clean,N/A,49,10.4,3.4,0.000337,1,"Top performances from Tuesday's high school action. Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County"," (25-18) and Lexington (25-18) and Lexington (25-21) and Lexington (25-18) and Paducah High School (26-24, 25-18) and Lexington (27-25).",
